Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation
1,17,5,9556,1,1,139.0,1,19,19,9,8
1,1,3,9500,1,1,141.0,1,1,1,9,9
1,1,1,9085,1,1,120.0,1,38,38,4,7
1,17,4,9147,1,1,120.0,1,38,19,9,9
1,1,2,9853,1,1,134.0,1,1,38,9,8
1,1,5,9254,1,1,128.0,1,19,1,7,10
1,17,5,9070,1,1,133.0,1,4,1,4,4
1,18,4,9853,1,1,123.0,1,19,38,4,10
1,17,6,9147,1,1,118.0,1,37,1,9,7
1,1,1,9670,1,1,113.0,1,1,37,1,10
1,1,1,9500,1,1,135.0,1,19,3,9,4
1,1,1,9670,1,1,133.1,1,38,38,5,9
1,1,3,9085,1,1,130.0,1,1,19,9,9
1,1,1,9238,1,1,135.0,1,19,38,3,9
1,17,2,9238,1,1,133.0,1,37,37,9,4
1,1,4,9238,1,1,123.0,1,38,1,4,10
1,17,1,9500,1,1,145.0,1,19,37,4,8
1,17,2,9500,1,1,146.0,1,3,3,3,6
1,1,5,9500,1,1,144.0,1,38,38,7,7
1,1,1,9500,1,1,144.0,1,38,37,9,9
1,1,1,9500,1,1,131.0,1,4,4,2,1
1,1,2,9500,1,1,141.0,1,37,37,9,8
1,1,3,9773,1,1,138.0,1,3,1,2,3
1,1,1,9773,1,1,127.0,1,19,37,9,9
1,1,4,9773,1,1,124.0,1,19,37,99,90
1,7,1,8014,0,3,140.0,1,1,1,4,4
1,17,1,9130,1,1,157.0,1,3,2,3,6
1,1,3,9500,1,1,129.0,1,19,19,4,8
1,39,1,9670,1,19,133.1,1,1,1,4,7
1,1,5,9500,1,1,142.0,1,38,37,5,7
5,1,3,9085,1,1,133.0,1,19,19,4,7
1,1,1,9500,1,1,156.0,1,5,4,2,1
1,1,1,9500,1,1,151.0,1,37,37,9,9
1,17,1,9853,1,1,135.0,1,3,3,2,2
1,43,1,9130,1,1,140.0,1,3,3,2,2
1,7,1,9500,1,3,140.0,1,3,1,4,4
1,1,2,9238,1,1,100.0,1,38,1,7,7
1,18,1,9500,1,1,126.0,1,37,19,5,5
1,17,2,9254,1,1,123.0,1,19,19,5,5
1,17,1,9773,1,1,133.1,1,38,38,9,5
1,18,1,8014,0,1,137.0,1,1,1,4,3
1,1,6,9500,1,1,138.0,1,37,37,9,8
1,1,2,9773,1,1,128.0,1,34,19,3,0
1,1,1,9238,1,1,136.0,1,19,38,9,9
1,43,1,9500,1,1,127.0,1,19,19,4,7
1,16,1,9070,1,1,145.0,1,1,1,3,3
1,1,1,9773,1,1,140.0,1,37,37,9,9
1,17,1,9085,1,1,138.0,1,2,19,2,9
1,44,1,9085,1,39,150.0,1,3,3,2,2
1,44,3,9085,1,39,150.0,1,1,19,4,1
1,17,1,9003,1,1,131.0,1,19,1,9,2
1,1,2,9556,1,1,136.0,1,19,19,9,9
1,1,1,9238,1,1,117.0,1,38,38,175,183
1,17,1,9853,1,1,158.0,1,38,37,5,5
1,17,2,9670,1,1,129.0,1,1,19,5,5
1,1,1,9238,1,1,140.0,1,1,19,4,4
1,1,5,9500,1,1,141.0,1,38,38,9,9
1,1,4,9773,1,1,132.0,11,12,12,90,4
1,17,1,171,1,1,133.0,1,1,1,6,7
1,17,1,9085,1,1,109.0,1,19,19,4,9
1,1,1,9147,1,1,135.0,1,1,38,5,5
1,1,1,9147,1,1,122.0,1,37,37,9,7
1,17,3,9238,1,1,118.0,1,1,19,4,10
1,1,1,171,1,1,174.0,1,5,3,3,3
1,43,1,9254,1,1,142.0,1,38,38,9,9
1,17,2,9500,1,1,131.0,1,38,1,5,7
1,1,3,9500,1,1,139.0,1,18,18,1,1
1,1,1,171,1,1,170.0,1,19,19,8,8
1,1,1,9070,1,1,182.0,1,19,1,5,7
1,1,1,9085,1,1,125.0,1,19,37,3,7
1,1,1,9238,1,1,142.0,1,1,37,5,7
1,1,2,9147,1,1,119.0,1,19,37,4,5
1,17,5,9500,1,1,128.0,1,1,1,4,5
1,1,3,9500,1,1,150.0,1,19,38,1,1
1,39,1,9254,1,1,133.1,1,19,1,4,1
1,17,5,9070,1,1,131.0,1,37,37,9,9
1,1,5,9773,1,1,118.0,1,38,19,9,9
1,17,2,9556,1,1,122.0,1,19,38,4,8
1,1,1,9147,1,1,116.0,1,19,19,5,8
1,17,5,9500,1,1,137.0,1,1,1,5,4
1,17,4,9085,1,1,128.0,1,38,37,4,9
1,17,1,9238,1,1,123.0,1,1,1,9,9
1,1,2,171,1,1,133.1,1,3,1,2,3
2,39,1,8014,0,12,110.0,1,37,37,7,9
1,17,1,9130,1,1,143.0,1,3,3,2,2
1,1,1,9070,1,1,150.0,1,37,37,9,6
1,1,6,9254,1,1,129.0,1,38,19,9,5
1,10,1,9085,1,1,140.0,1,19,19,4,5
1,1,1,9238,1,1,133.1,1,38,37,5,5
1,1,1,9853,1,1,132.0,1,1,19,3,3
1,44,1,9085,1,39,130.0,1,3,1,2,9
1,1,4,9500,1,1,137.0,1,38,37,7,7
1,42,1,9238,1,1,133.1,1,1,19,4,9
1,1,1,9070,1,1,143.0,1,38,19,151,193
1,1,1,9500,1,1,148.0,1,19,19,9,9
1,17,2,171,1,1,137.0,1,1,1,4,1
1,44,1,9085,1,39,160.0,1,37,19,9,10
1,1,2,9853,1,1,112.0,1,3,1,3,5
1,17,4,9254,1,1,133.0,1,37,37,5,8
1,1,4,9500,1,1,142.0,1,1,3,1,2
1,17,2,9670,1,1,123.0,1,34,37,0,0
1,17,1,9238,1,1,103.0,1,19,37,7,9
1,17,4,9500,1,1,140.0,1,1,1,3,3
1,1,2,9773,1,1,159.0,1,1,1,3,3
1,44,1,9238,1,39,140.0,1,1,1,9,3
1,17,1,9500,1,1,148.0,1,38,37,5,9
1,1,6,9147,1,1,112.0,1,38,38,9,9
1,18,2,9500,1,1,131.0,1,1,3,3,2
1,17,1,9670,1,1,145.0,1,3,3,2,1
1,1,5,9500,1,1,133.1,1,1,1,5,8
1,44,1,9085,1,39,140.0,1,1,19,4,4
2,7,1,9070,1,43,140.0,1,37,1,9,7
1,1,1,9085,1,1,150.0,1,12,2,4,2
1,43,1,9238,1,1,120.0,1,1,38,4,3
1,1,1,171,1,1,156.0,1,19,38,9,1
1,1,4,9070,1,1,167.0,1,1,1,7,3
1,43,1,8014,0,6,133.1,1,34,34,0,0
1,17,1,9500,1,1,147.0,1,1,1,5,5
1,1,3,9773,1,1,129.0,1,38,37,5,5
1,17,1,171,1,1,136.0,1,38,38,7,7
1,17,1,9238,1,1,128.0,1,19,19,5,4
1,43,1,9500,1,1,140.0,1,19,19,7,7
1,42,1,9853,1,1,141.0,1,37,19,9,3
1,17,2,9238,1,1,133.0,1,2,1,3,4
1,17,1,9254,1,1,125.0,1,19,19,7,5
1,1,1,9070,1,1,124.0,1,19,37,4,4
1,1,6,9500,1,1,140.0,1,19,38,5,7
1,17,1,9254,1,1,140.0,1,3,1,2,3
1,17,4,9773,1,1,137.0,1,1,1,5,5
1,17,1,171,1,1,144.0,1,37,37,9,6
1,1,6,9500,1,1,138.0,1,4,19,2,3
1,39,1,9003,1,1,130.0,1,3,1,2,4
1,17,1,9119,1,1,142.0,1,19,38,9,7
1,1,1,171,1,1,136.0,1,37,19,5,8
1,1,2,9773,1,1,133.1,1,38,19,4,7
1,17,2,9147,1,1,130.0,1,1,38,5,7
1,43,1,9070,1,1,117.0,1,1,1,4,7
1,1,3,9147,1,1,136.0,1,38,38,9,9
1,39,2,9556,1,1,133.1,1,1,1,9,10
1,39,1,8014,0,1,140.0,1,37,37,9,7
1,39,1,9500,1,1,150.0,1,38,3,9,1
1,17,2,9254,1,1,121.0,1,19,38,6,6
2,7,1,171,1,3,120.0,1,19,19,9,9
1,5,2,9070,1,1,143.0,1,1,1,4,10
1,44,1,9119,1,39,180.0,1,1,1,9,8
1,1,5,9147,1,1,132.0,1,39,39,3,3
1,43,1,9147,1,1,130.0,1,37,19,9,8
1,17,2,9147,1,1,133.1,1,38,38,4,7
1,1,5,9773,1,1,131.0,1,1,38,9,5
1,1,3,9500,1,1,149.0,1,1,1,4,4
1,1,1,9070,1,1,124.0,1,37,37,9,9
1,1,1,9119,1,1,126.0,1,38,19,5,5
1,1,1,9238,1,1,140.0,1,19,38,9,9
1,44,1,9003,1,39,170.0,1,19,19,9,7
1,1,2,9773,1,1,133.0,1,3,1,2,4
1,18,2,9556,1,1,126.0,1,3,3,2,2
1,16,2,9147,1,1,129.0,1,19,19,4,9
1,7,1,9773,1,43,140.0,1,19,1,4,8
1,1,1,9070,1,1,130.0,1,37,1,9,8
1,39,1,9500,1,1,130.0,1,1,1,4,9
1,1,2,9500,1,1,99.0,1,1,3,5,10
1,43,1,9119,1,1,146.0,1,3,1,2,3
1,17,1,171,1,1,129.0,1,38,37,4,6
1,1,2,9500,1,1,132.0,1,19,19,9,7
1,43,3,9254,1,1,110.0,1,37,37,9,9
1,1,1,9670,1,1,116.0,1,3,3,3,3
1,43,1,9003,1,1,119.0,1,37,37,9,6
2,39,1,9773,1,1,120.0,1,37,38,9,3
1,1,1,9070,1,1,117.0,1,1,1,3,9
1,1,4,171,1,1,137.0,1,1,38,4,8
1,1,1,171,1,1,124.0,1,3,3,2,2
1,43,1,9147,1,1,151.0,1,1,3,1,1
1,43,1,9254,1,6,138.6,1,34,34,0,0
1,17,2,9254,1,1,118.0,1,19,19,5,7
1,1,1,171,1,1,136.0,1,19,19,4,8
1,1,1,9254,1,1,123.0,1,38,19,9,4
1,39,1,9254,1,19,133.1,1,38,37,4,5
1,39,1,9130,1,1,130.0,1,19,1,191,144
1,39,1,9085,1,12,133.1,1,38,19,9,8
1,39,1,9254,1,1,150.0,1,3,1,3,4
2,39,1,9991,0,1,130.0,1,37,37,9,9
1,43,1,9119,1,1,128.0,1,1,38,4,7
1,17,4,9500,1,1,133.0,1,38,37,5,7
1,39,1,9254,1,19,133.1,1,37,37,90,90
1,17,4,9238,1,1,129.0,1,37,37,9,8
1,17,1,9500,1,1,128.0,1,1,1,4,5
1,43,2,9500,1,1,136.0,1,19,1,9,10
1,44,1,9119,1,1,130.0,1,37,12,9,8
1,1,1,9130,1,1,141.0,1,1,1,4,10
1,44,1,9238,1,39,140.0,1,1,1,4,3
1,16,1,171,1,1,122.0,1,19,37,9,7
1,7,1,9085,1,40,140.0,1,5,3,2,2
1,39,1,9119,1,12,133.1,1,34,34,0,0
1,39,1,9991,0,1,120.0,1,19,37,5,5
1,39,1,9254,1,1,133.1,1,37,37,9,6
1,7,1,33,1,40,120.0,1,38,37,5,6
1,44,1,9003,1,39,130.0,1,5,3,2,2
1,7,1,9070,1,3,120.0,1,4,4,2,2
2,39,1,8014,0,19,133.1,1,37,37,9,6
1,1,2,9670,1,1,122.0,1,1,19,4,4
1,43,1,9147,1,1,123.0,1,1,1,4,4
1,1,1,9254,1,1,178.0,1,2,1,2,3
1,39,1,9003,1,1,130.0,1,38,38,9,9
1,1,1,9853,1,1,110.0,1,37,37,9,4
1,18,1,9085,1,1,106.0,1,1,19,3,5
1,7,1,9003,1,3,140.0,1,39,39,9,4
1,1,4,9147,1,1,108.0,1,3,1,3,4
1,43,1,9500,1,1,120.0,1,3,4,2,4
2,39,1,9991,0,1,100.0,1,37,37,1,1
2,7,1,9991,0,3,140.0,1,34,34,99,99
1,17,2,9070,1,1,133.1,1,37,38,9,10
2,39,1,9991,0,19,133.1,1,37,1,5,5
2,1,4,8014,0,1,140.0,1,34,34,0,0
2,39,1,171,1,19,100.0,1,37,37,9,9
1,1,2,9991,0,1,123.0,1,1,3,4,2
2,39,1,8014,0,19,133.1,1,37,37,6,6
1,51,1,9773,1,1,135.0,1,1,42,5,3
1,1,1,9070,1,1,132.0,1,1,1,4,9
2,43,1,8014,0,1,120.0,1,37,37,5,5
1,43,1,9003,1,1,130.0,1,1,2,4,2
1,44,1,9003,1,39,140.0,1,1,38,9,6
1,1,1,9254,1,1,133.1,1,38,1,9,9
1,43,1,9238,1,39,120.0,1,2,1,1,2
1,1,1,9070,1,1,140.0,1,19,38,4,4
2,42,1,9147,1,1,133.1,1,37,37,9,9
1,39,1,9991,0,1,120.0,1,19,37,6,8
1,17,1,9254,1,1,125.0,1,1,1,3,3
1,42,1,9119,1,1,136.0,1,1,37,5,5
1,39,1,9991,0,1,133.1,1,3,38,2,7
1,42,1,9119,1,1,120.0,1,5,5,2,2
1,1,1,9238,1,1,127.0,1,37,37,5,10
1,18,1,9147,1,1,131.0,1,34,34,90,90
1,1,1,9773,1,1,127.0,1,19,37,9,9
1,17,1,171,1,1,132.0,1,1,37,4,9
1,17,3,9670,1,1,137.0,1,1,38,4,7
1,43,2,9147,1,1,126.0,1,1,19,3,3
1,1,1,9238,1,1,136.0,1,4,5,2,2
1,1,1,9238,1,1,124.0,1,1,1,4,4
1,39,1,9254,1,39,137.0,1,1,1,5,10
1,44,1,9119,1,39,140.0,1,5,41,3,2
1,17,1,9070,1,1,131.0,1,19,19,7,7
1,1,1,9147,1,1,130.0,1,37,37,9,9
1,18,5,9119,1,1,136.0,1,3,2,2,3
1,17,1,9147,1,1,133.1,1,1,19,4,8
1,1,3,9070,1,1,110.0,1,37,37,9,9
1,7,1,9130,1,3,140.0,1,2,38,2,3
4,43,2,9991,0,38,133.1,1,3,1,2,9
1,1,1,9500,1,1,141.0,1,19,1,90,90
1,17,3,9119,1,1,130.0,1,1,38,3,3
1,1,1,9238,1,1,160.0,1,19,38,9,9
1,1,1,9500,1,1,140.0,1,1,19,9,9
1,1,1,9147,1,1,150.0,1,34,19,0,4
1,44,1,9130,1,39,150.0,1,37,37,6,6
1,1,1,9238,1,1,133.1,1,1,1,3,4
1,1,1,9130,1,1,152.0,1,19,37,9,8
1,39,1,9119,1,19,133.1,1,1,1,4,3
1,39,1,9991,0,1,130.0,1,3,1,3,3
1,1,1,9070,1,1,148.0,1,1,1,4,8
1,17,1,9254,1,1,148.0,1,1,1,4,8
4,39,1,9238,1,1,130.0,1,19,3,9,2
1,43,1,9070,1,1,160.0,1,1,2,4,2
2,39,1,9991,0,1,130.0,1,37,37,9,9
1,39,1,9500,1,1,110.0,1,1,37,9,9
1,18,1,9238,1,1,122.0,1,1,3,9,2
2,39,1,9119,1,1,110.0,1,37,37,9,9
1,51,1,9119,1,1,129.0,1,2,37,2,9
2,39,1,9991,0,1,110.0,1,37,37,1,4
1,1,1,171,1,1,170.0,1,38,19,9,2
2,39,1,9070,1,12,110.0,1,37,38,5,10
1,43,5,8014,0,1,110.0,1,34,34,0,0
1,39,1,9003,1,1,133.1,1,19,37,9,7
1,39,1,9003,1,1,133.1,1,1,19,4,10
1,1,6,171,1,1,126.0,1,10,10,4,4
1,1,1,9670,1,1,137.0,1,38,37,9,9
1,17,4,9070,1,1,117.0,1,1,1,3,3
1,43,1,9991,0,1,100.0,1,37,19,9,4
1,39,1,9130,1,1,120.0,1,1,38,9,9
1,17,5,9119,1,1,126.0,1,38,38,5,9
1,17,1,9119,1,1,122.0,1,19,19,9,9
1,39,1,9003,1,1,111.0,1,37,37,9,10
1,17,4,9119,1,1,139.0,1,37,19,9,4
1,43,1,9003,1,1,150.0,1,2,4,4,1
1,17,2,9991,0,1,116.0,1,37,19,9,4
1,17,1,9500,1,1,130.0,1,3,3,2,2
1,53,1,9085,1,42,150.0,1,1,19,3,8
1,43,1,9670,1,1,132.0,1,3,19,4,8
1,18,1,9119,1,1,108.0,1,1,1,4,3
1,39,1,9670,1,1,133.1,1,19,19,3,3
4,39,1,9254,1,1,120.0,1,37,19,9,9
1,18,1,9500,1,1,146.0,1,19,3,4,9
1,44,1,9130,1,39,150.0,1,2,1,3,6
1,1,1,9130,1,1,160.0,1,3,3,1,2
1,17,1,9670,1,1,125.0,1,37,37,9,9
1,1,2,9085,1,1,125.0,1,37,19,90,90
1,17,4,9670,1,1,122.0,1,3,1,2,3
1,1,1,171,1,1,138.0,1,1,1,4,3
1,44,1,9003,1,39,150.0,1,1,38,6,6
1,39,1,9003,1,1,140.0,1,3,3,2,2
1,17,5,9254,1,1,113.0,1,1,1,2,3
1,39,1,9119,1,1,139.0,1,19,19,9,7
1,42,1,9773,1,1,133.1,1,19,6,4,3
1,1,5,9147,1,1,118.0,1,19,19,9,9
1,44,1,9119,1,39,140.0,1,1,19,4,5
1,1,1,9003,1,1,144.0,1,19,19,9,9
1,18,1,9773,1,1,125.0,1,1,1,4,7
1,1,1,171,1,1,131.0,1,1,1,7,4
1,17,1,9130,1,1,131.0,1,12,12,2,8
1,1,1,9773,1,1,140.0,1,3,2,4,6
1,39,1,9130,1,1,133.1,1,1,19,4,5
1,44,1,9003,1,1,140.0,1,1,1,4,5
1,1,5,171,1,1,139.0,1,19,3,9,2
1,17,3,171,1,1,125.0,1,3,39,2,5
1,1,2,9670,1,1,117.0,1,3,1,3,5
1,39,1,9130,1,1,150.0,1,19,19,9,5
1,1,1,9670,1,1,95.0,1,37,37,5,8
1,39,1,9147,1,1,150.0,1,37,1,7,3
1,39,1,9147,1,1,120.0,1,37,37,9,9
1,43,1,9991,0,1,136.0,1,3,4,2,2
1,1,1,9130,1,1,133.0,1,2,37,9,7
1,17,1,9254,1,1,125.0,1,1,19,4,7
1,1,3,9070,1,1,127.0,1,19,38,5,7
1,7,1,9119,1,40,130.0,1,1,1,4,4
1,53,1,9003,1,1,130.0,1,19,1,9,9
1,17,1,9119,1,1,127.0,1,19,1,4,5
1,44,1,9070,1,39,140.0,1,19,38,4,0
1,1,5,9773,1,1,125.0,1,37,3,5,2
1,1,1,171,1,1,135.0,1,1,38,5,7
1,17,4,9147,1,1,132.0,1,38,19,5,5
1,39,2,9238,1,1,110.0,1,19,1,5,5
2,39,1,9003,1,1,130.0,1,1,37,9,1
1,43,1,9003,1,1,130.0,1,37,1,5,4
1,1,1,9147,1,1,135.0,1,38,19,9,5
1,1,1,9254,1,1,133.1,1,4,19,4,5
1,17,3,9147,1,1,135.0,1,37,37,6,5
1,43,1,9773,1,1,128.0,1,19,38,9,7
1,39,1,9003,1,1,140.0,1,1,3,4,5
1,1,2,9773,1,1,135.0,1,3,1,4,4
1,17,2,9773,1,1,131.0,1,3,19,2,3
1,17,1,9500,1,1,131.0,1,1,1,5,5
4,39,1,8014,0,19,100.0,1,1,37,9,1
2,39,1,9991,0,1,140.0,1,37,37,9,9
1,1,1,9147,1,1,124.0,1,19,19,9,3
1,1,1,9500,1,1,130.0,1,38,37,5,10
1,1,1,9500,1,1,142.0,1,1,38,9,9
2,39,1,8014,0,1,150.0,1,37,37,9,9
2,39,1,171,1,12,110.0,1,37,37,7,7
4,39,1,9500,1,19,110.0,1,37,38,5,5
1,18,1,9991,0,1,112.0,1,43,40,2,2
2,39,1,9991,0,1,100.0,1,37,37,9,9
1,7,1,9119,1,3,130.0,1,34,34,90,90
2,39,1,8014,0,1,133.1,1,34,34,90,90
2,39,2,9991,0,1,150.0,1,37,37,9,9
2,39,2,8014,0,1,100.0,1,34,34,0,0
1,43,2,9147,1,1,130.0,1,34,37,9,9
1,43,2,9238,1,1,129.0,1,34,30,0,5
1,17,2,9070,1,1,127.0,1,37,37,9,9
1,43,1,9991,0,1,140.0,1,37,37,9,9
1,53,1,171,1,42,130.0,1,1,19,9,9
1,39,1,9003,1,1,133.1,6,1,1,192,144
1,39,1,9085,1,2,140.0,1,38,38,9,10
2,39,1,9991,0,19,133.1,1,37,37,5,5
1,39,1,9003,1,1,120.0,1,37,37,9,9
1,39,1,9003,1,1,133.1,1,1,37,9,8
1,39,2,9119,1,1,120.0,1,37,37,5,5
1,39,2,9147,1,38,133.1,1,19,38,9,9
1,39,2,9991,0,1,133.1,1,19,38,9,9
2,39,2,9670,1,1,100.0,1,37,37,9,9
1,39,1,9003,1,19,133.1,1,1,19,4,10
1,42,1,9119,1,1,120.0,1,34,34,0,0
1,1,1,9773,1,1,128.0,1,38,38,6,3
1,1,1,9991,0,1,172.0,1,38,37,9,9
1,1,3,9773,1,1,146.0,1,38,38,9,7
1,17,4,9119,1,1,135.0,1,38,37,5,7
2,43,1,9085,1,1,160.0,1,37,37,9,7
1,42,1,9119,1,1,150.0,1,38,37,5,8
1,39,1,9003,1,1,130.0,1,1,3,2,6
1,1,4,9119,1,1,111.0,1,37,37,9,5
1,7,1,9003,1,3,130.0,1,1,38,9,7
1,43,1,9670,1,6,170.0,1,34,34,0,0
1,18,3,9147,1,1,133.1,1,1,38,4,7
1,39,1,8014,0,1,100.0,1,37,37,6,6
2,43,1,9670,1,1,120.0,1,34,34,0,0
2,39,1,9003,1,3,110.0,1,3,19,4,6
1,1,1,9853,1,1,133.1,1,34,34,0,0
1,39,1,9500,1,1,120.0,1,37,37,9,9
1,7,1,9991,0,40,150.0,1,37,37,6,6
2,39,1,9254,1,19,133.1,1,37,19,9,10
1,39,1,9119,1,19,120.0,1,37,37,9,4
1,7,1,9991,0,3,130.0,1,37,37,9,9
1,1,1,171,1,1,130.0,1,1,38,5,9
1,39,1,9003,1,1,100.0,1,1,3,9,10
1,1,1,9085,1,1,142.0,1,1,1,9,9
1,15,1,171,1,1,130.0,26,1,1,2,9
1,18,1,9119,1,1,148.0,1,3,19,3,5
1,44,1,9003,1,39,170.0,1,19,19,5,5
1,39,1,9070,1,1,110.0,1,37,37,7,7
1,1,1,9147,1,1,166.0,1,19,37,4,8
1,17,2,9119,1,1,135.0,1,12,19,5,5
1,1,1,9147,1,1,133.0,1,19,37,9,9
2,39,1,9773,1,1,133.1,1,37,37,7,4
1,18,3,9254,1,1,121.0,1,19,19,9,6
1,1,1,171,1,1,159.0,1,3,3,2,2
1,17,5,9254,1,1,130.0,1,37,38,9,9
2,39,1,9991,0,1,121.0,1,37,19,9,9
1,39,1,9130,1,19,133.1,1,37,37,9,10
1,1,1,9119,1,1,146.0,1,37,37,9,9
1,44,1,9003,1,39,140.0,1,37,37,9,1
1,43,1,9070,1,1,125.0,1,38,37,8,7
2,39,2,9147,1,1,120.0,1,37,37,9,9
1,44,1,9130,1,39,150.0,1,5,1,2,5
2,39,1,9085,1,19,110.0,1,37,37,90,90
1,1,1,9670,1,1,120.0,1,1,1,9,9
1,39,1,9003,1,1,133.1,1,1,1,1,6
1,1,1,9773,1,1,133.1,1,3,19,2,5
2,39,1,8014,0,19,133.1,1,19,37,9,9
1,43,2,9500,1,1,130.0,1,38,37,4,4
1,1,1,9254,1,1,160.0,1,19,38,9,9
1,1,1,9500,1,1,128.0,1,1,19,4,7
1,1,2,9147,1,1,140.0,1,19,19,9,4
1,43,1,171,1,1,120.0,1,3,3,2,2
1,1,1,9070,1,1,140.0,1,19,19,5,5
1,39,1,9991,0,12,120.0,1,37,38,5,5
1,53,1,9003,1,42,130.0,1,1,38,9,6
2,39,1,9147,1,1,100.0,1,37,37,9,5
2,39,1,9003,1,1,133.1,1,37,37,9,9
4,39,1,9670,1,1,110.0,1,19,19,90,99
1,18,1,9147,1,1,147.0,1,19,1,9,7
1,17,6,9147,1,1,133.0,1,19,38,5,6
1,1,2,9254,1,1,137.0,1,1,38,2,8
1,17,2,9773,1,1,124.0,1,1,1,4,4
1,1,2,9147,1,1,128.0,1,1,1,9,6
1,51,1,8014,0,1,120.0,1,1,1,4,4
2,39,1,9003,1,1,133.1,1,37,37,8,7
1,1,1,9773,1,1,142.0,1,1,19,9,9
1,39,1,9773,1,19,100.0,1,37,37,0,0
1,1,1,171,1,1,149.0,1,19,37,9,9
2,1,2,8014,0,1,110.0,1,37,1,9,10
1,39,1,171,1,19,133.1,101,1,19,2,7
1,39,1,9238,1,19,133.1,1,37,37,9,9
1,44,1,9085,1,39,150.0,6,5,4,1,1
2,39,1,8014,0,12,133.1,1,37,37,9,1
1,51,1,33,1,1,121.0,1,19,37,5,7
2,39,1,9500,1,1,133.1,1,3,1,5,5
1,18,3,9853,1,1,122.0,1,38,37,9,5
1,1,6,9500,1,1,143.0,1,19,19,9,9
1,1,1,9556,1,1,123.0,1,19,19,4,9
1,39,1,8014,0,1,120.0,1,38,37,9,7
1,17,1,171,1,1,114.0,1,19,38,9,7
1,43,1,9070,1,1,114.0,1,19,38,9,7
1,10,2,9773,1,1,154.4,22,19,38,3,5
1,15,1,9500,1,1,190.0,108,3,2,122,4
1,17,4,9500,1,1,136.0,1,3,3,2,2
1,10,2,9085,1,1,163.3,22,19,1,4,9
1,1,1,9670,1,1,126.0,1,1,3,4,3
1,17,4,9119,1,1,122.0,62,1,1,191,171
1,17,1,9070,1,1,137.0,1,1,1,1,5
1,1,3,9500,1,1,139.0,1,19,1,9,5
1,17,1,9254,1,1,142.0,1,19,39,5,4
1,1,3,9773,1,1,133.1,1,38,38,5,5
1,1,6,9254,1,1,126.0,1,38,37,5,7
1,1,2,9254,1,1,131.0,1,4,3,7,4
1,17,6,9500,1,1,131.0,1,1,19,7,7
1,17,1,9853,1,1,108.0,1,19,1,5,5
1,17,4,9238,1,1,133.1,1,1,19,9,5
1,1,2,9085,1,1,122.0,1,3,1,4,7
1,1,4,9070,1,1,143.0,1,1,1,9,7
1,17,6,9500,1,1,135.0,1,19,19,7,7
1,17,2,9773,1,1,148.0,1,3,38,2,6
1,17,1,9147,1,1,134.0,1,19,38,4,8
1,17,1,9773,1,1,122.0,1,1,1,4,7
1,44,1,9003,1,39,160.0,1,37,38,9,6
1,16,2,9238,1,1,126.0,1,38,37,3,5
1,17,1,9130,1,1,138.0,1,2,19,2,6
1,1,1,9238,1,1,115.0,1,38,38,8,7
1,17,2,9853,1,1,141.0,1,3,1,1,5
1,43,1,9130,1,1,100.0,41,3,4,3,2
1,1,1,9670,1,1,130.0,1,19,19,7,7
1,15,1,9670,1,1,130.0,26,42,1,2,7
1,18,1,9130,1,1,135.0,1,38,19,9,5
1,7,1,9147,1,3,120.0,1,1,39,4,7
1,1,1,9853,1,1,148.0,1,19,19,4,5
1,17,2,9556,1,1,136.0,1,1,1,9,9
1,17,1,9070,1,1,108.0,1,19,1,4,3
1,44,1,9003,1,39,140.0,1,38,38,6,3
1,1,3,9773,1,1,153.0,1,3,1,2,8
1,1,1,9238,1,1,135.0,1,19,19,9,5
1,1,5,9500,1,1,146.0,1,19,37,7,7
1,1,2,9773,1,1,130.0,1,19,19,9,9
1,17,2,9254,1,1,113.0,1,1,2,5,3
1,43,1,8014,0,1,145.7,22,37,37,9,9
1,17,3,9070,1,1,145.0,1,3,3,4,4
1,1,1,8014,0,1,126.0,1,38,37,5,5
1,17,1,9991,0,1,160.0,1,34,34,0,0
1,18,4,9119,1,1,134.0,1,19,38,194,175
1,1,1,9119,1,1,163.0,1,19,37,5,8
1,15,1,9147,1,1,130.0,26,1,1,2,3
1,1,2,171,1,1,165.0,1,3,3,2,2
1,43,1,9147,1,1,142.0,1,38,19,141,171
1,1,1,9773,1,1,156.0,1,19,1,5,10
1,17,5,9853,1,1,141.0,1,3,19,2,7
1,1,3,9500,1,1,143.0,1,19,37,7,7
2,39,1,9500,1,19,133.1,1,38,38,2,10
1,1,1,9238,1,1,133.0,1,38,1,2,4
1,1,1,9254,1,1,172.0,41,37,37,5,5
1,15,1,9238,1,1,140.0,26,19,19,9,6
1,17,1,9500,1,1,142.0,1,38,1,5,4
1,39,1,8014,0,1,140.0,1,19,1,9,8
1,39,1,9147,1,12,133.1,1,37,37,9,7
1,1,2,9773,1,1,148.0,1,19,1,3,9
1,1,4,9500,1,1,137.0,1,19,37,9,7
1,1,1,9500,1,1,143.0,1,38,38,9,9
1,1,1,9238,1,1,133.1,1,1,1,4,10
1,1,4,9500,1,1,138.0,1,37,19,9,9
1,16,3,9773,1,1,138.0,1,37,38,4,9
2,39,1,8014,0,1,150.0,1,37,37,7,5
1,44,1,9085,1,39,120.0,1,37,37,9,9
